vehicle_density,waiting_time,flow_rate,queue_length,emergency_vehicle,opposing_density,green_duration
46,14,21,10,0,38,29
9,10,7,5,0,6,13
15,5,8,2,0,3,19
26,19,31,14,0,44,43
14,7,11,3,0,9,11
6,7,15,9,0,15,12
80,46,52,22,0,75,53
32,38,31,11,0,33,34
60,26,23,8,0,20,28
53,11,34,5,0,28,31
14,6,0,2,0,0,14
69,35,38,10,0,37,35
32,22,35,12,0,29,42
81,48,44,28,0,79,52
99,59,58,23,0,59,52
65,30,21,17,0,49,36
43,31,37,9,0,20,34
13,6,5,0,0,7,19
15,3,15,2,0,3,17
69,11,23,19,0,35,34
66,31,30,7,0,20,22
11,11,18,8,0,15,13
14,8,18,2,0,4,17
75,52,41,22,0,69,49
86,58,47,26,0,91,52
26,20,28,5,0,22,41
39,25,26,16,0,44,32
43,17,32,8,0,23,31
36,11,25,16,0,62,37
76,53,55,28,0,72,49
67,18,32,14,0,29,26
13,14,12,9,0,11,12
43,22,27,6,0,31,26
8,1,10,2,0,17,18
18,12,3,9,0,4,12
7,7,6,2,0,16,14
46,32,34,19,0,21,24
83,57,47,21,0,79,57
15,4,4,6,0,4,15
38,12,29,16,0,22,21
71,54,44,24,0,83,46
92,42,44,28,0,82,53
77,53,55,25,0,68,55
24,34,38,18,0,67,35
37,33,20,7,0,27,20
6,7,18,0,0,8,10
60,39,37,8,0,69,20
77,44,59,24,0,86,56
8,4,12,5,0,2,15
40,29,26,5,0,52,30
71,48,52,24,0,94,49
26,23,35,19,0,35,38
65,36,25,12,0,23,20
8,14,11,9,0,11,15
42,15,29,19,0,60,43
81,42,46,28,0,55,45
97,55,43,25,0,71,59
0,12,17,1,0,13,16
41,13,36,7,1,61,44
69,34,23,15,1,29,42
54,24,27,8,0,40,20
49,17,22,5,0,35,28
96,55,45,26,0,97,52
80,41,51,23,0,96,55
12,7,15,2,0,12,12
52,17,28,13,0,68,28
14,6,12,4,0,12,16
13,10,13,0,0,1,12
29,31,27,9,0,45,32
4,14,8,5,0,11,17
33,25,30,8,0,34,43
28,10,22,16,0,25,29
52,25,23,10,0,21,37
3,12,0,9,0,12,19
55,10,26,11,0,61,20
29,23,33,11,0,41,23
1,6,18,2,0,11,12
4,7,13,3,0,17,17
9,14,13,8,0,4,10
39,26,30,14,0,25,30
80,47,49,21,1,97,45
1,7,4,9,0,4,17
13,8,9,6,0,17,14
90,48,41,28,0,95,49
92,57,45,21,0,94,49
3,11,7,4,0,18,17
28,39,36,12,0,34,23
35,35,24,11,0,36,44
96,59,44,22,0,62,58
12,1,13,3,0,13,18
26,37,33,13,0,47,21
96,59,43,21,1,86,45
27,12,21,5,0,32,29
62,14,28,17,0,42,30
40,20,28,11,0,42,44
88,40,55,21,0,82,54
51,22,35,12,0,33,30
53,37,27,17,0,47,27
47,13,31,9,0,55,39
45,31,28,9,0,53,21
26,13,32,8,0,30,22
85,42,54,20,0,56,49
64,25,24,7,0,66,35
18,1,8,7,0,4,10
76,48,56,22,0,94,49
37,12,31,6,0,49,38
42,17,36,9,0,47,26
38,38,39,8,0,31,43
44,34,23,8,0,45,34
76,51,42,23,0,58,58
63,10,38,18,0,29,21
98,45,51,25,0,92,51
53,11,35,5,0,49,40
89,54,46,26,0,72,46
52,30,36,8,0,32,31
66,33,24,11,0,33,23
83,49,55,25,0,63,58
32,12,37,10,0,38,35
34,10,35,19,0,39,20
99,44,46,23,0,53,51
40,15,34,9,0,57,31
31,33,34,7,0,60,24
42,12,24,5,0,40,39
14,0,7,9,0,12,14
44,24,30,8,0,31,28
56,33,26,12,0,20,22
62,10,33,5,0,46,25
81,49,41,27,0,71,57
73,43,50,26,0,52,55
20,14,36,5,0,55,38
84,43,40,27,0,60,45
78,53,54,27,0,50,46
25,29,27,5,0,49,23
62,14,28,9,0,54,23
52,36,25,12,0,58,20
18,1,10,2,0,2,15
44,16,21,5,0,62,42
55,28,38,18,0,27,37
85,42,46,21,0,50,50
93,44,57,27,0,94,45
68,10,20,11,0,42,40
35,23,29,18,0,53,43
8,4,8,8,0,19,13
73,55,43,25,0,96,52
42,12,25,10,0,40,43
51,21,24,11,0,46,34
94,42,52,29,0,51,56
68,15,30,10,0,36,22
53,31,24,14,0,28,40
57,20,23,14,0,50,36
61,12,26,11,0,51,42
65,23,21,12,0,26,32
66,20,33,15,0,63,34
44,25,27,12,0,31,25
95,44,45,28,0,98,57
81,48,54,20,0,78,49
50,39,27,18,0,21,32
82,58,52,22,0,99,53
50,13,23,12,0,26,42
96,55,44,26,0,73,53
88,46,51,29,0,51,51
87,46,40,22,1,79,55
98,42,52,23,0,57,50
58,20,23,17,0,40,38
94,51,50,23,0,75,49
15,7,9,3,0,19,18
6,9,11,3,0,15,12
62,32,39,7,1,27,22
60,15,34,9,0,53,25
34,24,33,11,0,45,35
66,29,35,7,0,42,32
65,11,21,15,0,69,28
55,24,24,18,0,24,29
11,8,13,5,0,18,15
72,54,50,25,0,73,50
69,13,28,14,0,53,30
52,35,33,17,0,40,42
0,4,3,0,0,14,13
65,14,34,19,0,35,35
60,10,24,13,0,55,35
15,1,1,0,0,14,19
86,43,58,28,0,73,55
26,26,23,14,0,50,38
75,46,45,28,0,99,59
44,26,20,11,0,21,25
35,34,34,17,0,59,25
73,49,53,24,0,88,51
38,11,34,5,0,32,29
5,5,0,6,0,13,16
94,40,47,22,0,83,59
65,28,28,12,0,37,27
34,30,34,13,0,38,24
3,3,10,8,0,15,18
16,10,11,5,0,4,14
93,47,49,21,0,62,55
51,18,32,7,0,22,20
65,19,26,11,0,26,34
75,46,46,20,0,64,58
93,58,42,26,0,55,53
85,57,45,22,0,79,57
81,41,51,27,0,99,58
22,15,32,13,0,27,36
47,28,35,13,0,65,33
57,29,32,19,0,48,22
21,36,29,12,1,52,25
17,8,7,8,0,3,13
70,47,51,26,0,62,54
17,0,16,6,0,9,19
50,19,36,6,0,25,32
87,47,57,28,0,51,52
8,11,17,7,0,8,18
63,39,32,12,0,64,40
50,26,34,13,0,22,33
16,12,7,1,0,10,18
14,8,11,0,0,7,19
55,38,37,15,0,27,22
83,42,56,23,0,99,59
97,45,54,26,0,58,48
71,55,43,24,0,55,52
65,17,33,18,0,42,22
28,18,21,12,0,32,20
70,49,40,20,0,56,56
97,45,41,24,0,77,58
72,53,45,26,0,86,47
71,40,51,27,0,77,58
37,19,28,10,0,61,44
3,0,1,7,0,9,16
21,12,33,13,0,60,21
62,21,20,6,0,21,38
9,12,15,1,0,17,18
40,32,37,10,0,25,37
54,36,24,11,1,47,23
2,4,2,4,0,12,19
5,7,12,3,0,4,12
33,37,23,16,0,61,20
47,25,23,13,0,68,34
44,27,25,7,0,44,22
70,47,46,21,0,58,49
11,12,0,7,0,2,15
37,34,35,8,0,49,35
79,46,49,22,0,58,50
28,18,24,12,1,27,44
79,55,55,22,0,60,50
6,12,2,7,0,2,15
72,41,51,27,0,60,55
37,36,28,9,0,53,43
67,31,37,7,0,25,38
80,47,44,23,0,70,56
7,3,16,1,0,9,11
49,39,38,13,0,65,30
84,59,56,22,0,89,48
53,23,27,11,0,69,34
64,27,21,17,0,33,29
66,17,34,18,0,46,40
2,9,14,7,0,15,13
27,12,38,18,0,55,44
30,28,35,11,0,61,43
39,31,25,11,0,31,33
39,31,34,14,0,49,43
22,35,23,11,0,67,37
71,49,46,28,0,81,56
35,35,22,5,0,21,44
96,42,47,21,0,98,49
36,19,28,10,0,62,21
92,51,51,28,0,73,56
64,24,35,8,0,52,41
67,10,29,7,0,44,21
42,14,31,15,0,43,23
25,22,23,17,0,20,40
74,42,54,20,0,62,59
19,13,12,7,0,8,12
29,10,36,16,0,33,20
58,18,23,6,0,56,28
63,39,38,13,0,61,31
67,26,39,8,0,69,26
75,53,45,25,0,57,54
95,47,48,23,0,66,51
48,23,36,17,0,46,33
74,46,58,27,0,86,49
93,41,57,27,0,76,56
17,3,7,1,0,16,11
97,40,57,23,0,85,53
47,12,25,17,0,55,20
56,22,38,8,0,64,24
94,49,42,26,1,94,55
61,35,22,5,0,20,37
39,34,28,6,0,67,22
82,42,49,25,0,87,50
75,52,53,24,0,96,56
52,37,22,6,0,59,21
97,52,54,21,0,79,57
56,21,20,16,0,67,41
19,9,15,5,0,9,14
74,59,45,25,0,87,45
16,12,16,5,0,5,12
90,57,49,29,0,52,45
56,16,22,8,0,23,21
90,41,54,25,0,79,45
44,35,33,5,0,60,36
32,15,26,6,0,59,43
72,57,57,25,0,92,47
93,41,54,26,0,85,56
53,25,23,11,0,69,26
78,43,53,24,0,57,59
10,3,3,1,0,5,18
20,17,20,5,0,44,29
47,26,20,12,0,61,37
94,41,42,21,0,72,56
97,54,58,21,0,60,56
57,34,30,9,0,28,31
83,44,40,24,0,86,49
48,15,37,16,0,50,43
45,37,38,13,0,39,22
11,12,14,7,0,0,14
59,23,29,15,0,55,29
73,55,43,28,0,94,49
94,55,56,25,0,53,52
0,12,1,6,0,18,10
13,10,10,9,0,9,17
54,22,21,5,0,22,34
57,35,28,13,0,41,21
18,5,17,4,0,3,12
82,49,53,23,0,81,56
61,20,28,15,0,46,41
27,38,27,5,0,32,28
66,32,35,8,1,36,28
88,59,51,25,0,58,48
22,11,27,14,0,61,30
83,44,48,23,0,82,49
30,10,33,15,0,26,21
91,59,54,29,0,91,47
83,48,48,24,0,87,52
7,11,9,6,0,19,15
4,4,5,0,0,12,10
18,9,2,1,0,6,13
58,29,25,13,0,50,23
24,28,29,6,0,52,24
41,31,39,19,0,64,41
36,14,37,5,0,26,44
59,20,28,7,0,42,39
67,16,22,18,0,59,24
25,11,38,17,0,57,21
74,50,50,27,0,79,52
2,4,4,5,0,4,15
1,10,3,8,0,1,19
51,37,31,17,0,23,29
85,50,48,21,0,79,46
58,32,28,16,0,42,41
76,44,46,22,0,79,49
45,28,37,19,0,55,20
73,48,47,21,0,55,51
65,30,28,6,0,45,20
4,8,3,1,0,10,10
43,13,37,5,0,64,39
79,40,41,20,0,78,47
11,13,19,9,0,17,15
68,39,31,5,0,65,30
52,20,21,10,0,52,40
45,10,24,18,0,30,40
1,12,17,9,0,13,14
61,29,21,8,0,23,30
46,15,34,14,0,25,20
97,59,43,26,1,71,58
59,20,34,19,0,32,37
86,45,54,29,0,60,57
56,15,20,11,0,51,28
25,34,36,8,0,50,23
22,10,30,5,0,28,24
28,22,32,12,0,29,29
41,14,39,11,0,29,44
47,22,34,16,0,31,38
57,10,21,11,0,55,24
79,56,41,23,0,79,47
74,42,47,24,0,93,58
7,4,7,2,0,13,16
49,27,25,14,0,22,36
66,35,25,14,0,57,30
39,19,35,15,0,55,31
92,47,46,29,0,80,53
98,42,47,29,0,67,59
39,30,33,9,0,39,39
0,11,17,6,0,3,11
54,16,25,19,0,27,27
32,32,32,15,0,31,32
35,15,33,7,0,50,23
54,31,29,5,0,49,31
17,2,14,6,0,6,19
49,29,29,13,0,69,28
58,34,29,9,0,34,38
93,48,50,25,0,62,55
79,54,45,20,0,73,55
22,23,21,17,0,57,20
5,8,6,8,0,13,14
13,10,15,5,0,6,19
86,40,41,23,0,55,59
62,37,23,9,0,47,35
54,22,38,17,0,52,42
75,42,42,29,0,66,51
10,9,6,7,0,0,10
73,42,45,29,0,94,56
45,20,39,13,0,64,42
31,28,27,18,0,44,43
55,13,38,16,0,36,34
98,59,43,25,0,67,48
66,36,29,13,0,63,39
56,38,35,5,0,50,34
46,30,21,12,0,29,44
78,43,42,22,0,95,52
71,41,41,29,0,61,55
33,26,34,16,0,51,42
53,25,21,12,0,52,23
26,27,23,5,0,30,30
34,23,36,6,0,31,29
72,47,41,25,0,63,53
78,42,44,20,0,82,54
11,9,1,7,0,14,11
2,8,17,2,0,5,12
85,50,43,21,0,75,57
4,5,5,8,0,11,15
39,38,31,17,0,36,24
98,52,49,21,0,72,55
73,54,50,21,0,61,57
64,15,25,15,0,62,29
64,32,27,9,0,64,38
51,15,27,12,0,36,41
15,1,12,1,0,17,12
3,10,2,8,0,1,16
38,19,39,18,0,62,22
26,35,30,6,0,65,25
28,31,22,5,0,55,39
93,49,46,29,0,77,46
17,0,10,0,0,3,18
15,0,2,2,0,5,13
25,38,24,16,0,68,38
67,21,22,18,0,35,40
43,39,21,12,0,67,27
79,59,54,23,0,64,48
10,14,5,3,0,2,16
84,48,41,22,0,93,49
84,53,53,26,0,79,52
16,13,16,2,0,15,10
13,6,18,0,0,9,15
57,14,21,6,0,68,43
6,4,18,6,0,15,11
39,37,34,5,0,31,26
19,12,10,0,0,4,11
45,35,26,16,0,66,31
16,3,19,7,0,16,16
12,12,7,1,0,16,15
54,38,26,17,0,43,30
76,44,55,25,0,60,54
1,0,9,1,0,2,13
75,41,42,20,0,71,59
43,37,28,18,0,21,40
56,16,23,18,0,63,29
88,55,54,28,1,96,54
90,57,47,20,0,84,51
24,39,23,19,0,54,32
71,51,51,22,1,52,50
43,22,28,17,0,33,38
35,19,39,16,0,35,33
17,9,5,6,0,14,10
70,42,59,21,0,98,56
15,7,9,6,0,17,16
25,10,26,16,0,50,29
60,19,39,15,0,22,44
23,16,35,18,0,35,25
93,43,56,21,0,55,50
87,43,44,24,0,89,54
10,12,14,0,0,17,17
48,35,28,14,0,41,34
23,28,32,5,0,65,28
87,48,47,28,0,74,46
32,34,29,12,0,63,36
63,25,29,15,0,63,30
13,5,19,1,0,6,10
2,12,19,4,0,2,13
20,25,28,14,0,32,35
48,34,23,18,0,56,32
74,55,58,22,0,67,53
17,8,18,9,0,16,18
10,3,6,2,0,19,11
19,9,18,7,0,10,18
61,39,22,7,0,48,25
19,7,5,1,0,6,13
35,14,26,13,0,56,20
41,18,24,10,0,54,25
25,25,35,15,0,68,40
57,39,38,19,0,38,21
46,17,32,10,0,31,34
86,44,59,29,0,79,58
9,14,1,5,0,18,14
96,49,40,26,0,55,57
21,28,38,17,0,57,21
75,59,54,25,0,60,52
87,56,58,22,0,70,45
26,14,35,10,0,21,44
69,22,37,5,0,31,22
0,13,4,4,0,0,10
26,32,38,11,0,45,23
22,21,31,5,0,49,21
74,42,49,26,0,64,46
77,52,50,20,0,65,47
91,43,50,21,1,66,58
65,39,26,14,0,49,38
22,34,21,11,0,41,25
58,31,21,15,0,60,27
30,27,20,19,0,47,29
42,38,34,7,0,36,41
35,25,27,7,0,52,29
65,25,34,11,0,61,28
31,39,39,18,0,65,39
77,47,47,21,0,99,46
24,29,24,8,0,61,36
86,57,52,20,0,75,56
64,39,30,7,0,29,30
5,4,6,5,0,6,11
42,34,37,16,0,22,29
96,50,44,21,0,89,51
52,17,30,6,0,63,39
56,25,31,19,1,56,20
94,53,42,25,0,98,46
28,21,39,13,0,66,29
55,35,24,8,0,36,32
56,25,30,5,0,29,40
40,19,36,15,0,48,21
73,41,44,29,0,75,45
3,6,13,1,0,15,15
47,37,25,13,0,26,40
39,21,21,11,0,38,31
33,11,23,16,0,67,41
86,58,47,27,0,61,53
17,10,1,2,0,2,18
95,55,51,27,0,91,47
78,51,45,22,0,81,58
37,19,37,16,0,52,33
83,41,48,24,0,56,51
13,10,10,3,0,18,12
16,7,17,8,0,15,11
35,13,26,5,0,39,20
27,19,20,9,0,65,33
67,18,39,8,0,26,30
14,2,13,5,0,9,18
97,42,41,24,0,78,49
22,10,34,8,0,69,20
1,3,15,5,0,7,15
15,7,3,2,0,0,11
22,39,32,5,0,51,33
76,53,54,27,0,83,58
15,4,4,3,0,17,11
32,12,36,13,0,63,33
39,11,26,19,0,34,36
46,30,37,13,0,68,36
15,3,7,6,0,18,18
74,55,52,25,1,62,50
36,14,36,5,0,56,26
50,15,21,19,0,30,40
93,58,59,20,0,91,49
18,3,19,7,0,8,12
37,13,38,12,1,52,20
72,49,51,21,0,59,46
99,54,47,29,0,90,49
24,22,39,11,0,46,44
32,26,28,16,0,28,24
23,37,23,9,0,57,42
77,56,57,21,0,61,53
92,51,50,22,0,89,47
64,19,36,19,0,41,25
61,29,35,6,0,61,25
5,6,10,8,0,19,19
5,12,8,4,0,15,11
21,35,29,16,0,38,25
67,23,32,9,0,63,20
97,55,46,24,0,74,50
0,9,13,5,0,11,11
72,47,40,21,0,81,49
30,22,39,13,0,68,40
85,55,42,21,0,78,47
30,22,24,6,0,37,34
19,6,16,7,0,15,18
83,45,59,25,0,88,50
43,17,31,14,0,29,25
50,36,27,7,0,40,20
87,54,46,28,0,63,48
22,14,30,12,0,47,35
29,27,26,9,0,58,40
93,40,50,20,0,82,47
60,23,27,10,0,25,20
75,53,50,20,0,56,58
77,55,51,24,0,55,51
86,48,52,28,0,85,46
38,21,23,14,0,38,27
99,46,53,24,0,84,54
90,56,45,28,0,86,57
20,26,22,14,0,31,27
10,3,0,6,0,3,15
88,42,43,24,0,60,54
9,1,5,1,0,7,19
79,52,40,29,0,61,58
93,53,44,22,0,81,57
65,13,28,5,0,63,35
42,12,36,5,0,55,36
11,4,15,7,0,7,19
10,5,15,6,0,14,11
65,11,21,7,1,27,30
23,18,36,12,0,66,39
26,19,23,12,1,65,33
65,31,39,6,0,51,38
11,2,18,3,0,2,19
26,18,21,13,0,63,25
99,49,48,23,0,86,52
93,56,50,29,0,55,56
42,39,28,16,0,47,43
69,10,34,6,0,48,21
66,19,38,10,0,64,43
71,52,40,29,0,71,51
89,45,59,27,0,77,55
80,54,48,22,0,98,47
50,26,37,11,0,20,29
1,2,13,7,0,15,18
39,33,24,7,0,61,24
73,46,58,26,0,72,45
0,1,17,3,0,3,11
23,34,28,5,0,21,22
14,6,3,0,0,3,13
44,18,29,15,0,34,41
54,14,35,11,0,28,20
59,27,37,12,0,44,39
57,34,30,9,0,38,30
85,42,50,29,0,54,51
7,12,14,1,0,7,14
88,40,47,29,0,90,54
43,39,30,18,0,48,40
99,56,44,29,1,69,50
1,10,18,9,0,10,16
6,4,5,3,0,8,11
97,59,46,23,0,95,54
93,51,58,24,0,89,55
14,3,11,3,0,9,17
77,59,47,25,0,57,57
24,20,23,5,0,69,27
11,4,15,4,0,3,10
14,3,19,2,0,18,17
0,10,4,1,0,16,10
50,18,25,16,0,22,27
32,30,24,9,0,63,32
8,0,4,4,0,18,18
59,28,37,19,0,64,37
37,37,27,5,0,45,36
53,28,35,18,0,46,25
25,18,27,18,0,40,28
92,45,43,28,0,69,49
59,10,34,7,0,20,40
78,57,51,27,0,87,47
27,15,23,9,0,28,32
43,25,31,6,0,49,35
24,32,25,19,0,36,36
95,52,51,25,0,78,57
4,13,17,3,0,19,13
54,17,39,12,0,66,23
41,37,25,14,0,35,26
57,10,37,16,0,66,20
15,4,0,2,0,6,14
50,35,20,5,0,59,30
44,32,32,7,0,38,23
72,45,44,28,0,78,53
54,29,36,9,0,69,23
99,47,48,22,0,55,50
90,45,50,20,0,93,49
46,36,32,6,0,47,24
85,43,40,23,0,81,48
82,41,48,26,0,51,45
17,2,7,6,0,8,13
30,36,21,11,0,41,31
62,14,26,17,0,44,24
30,17,39,6,0,27,21
98,45,44,25,0,92,55
28,12,38,15,0,58,29
0,5,13,1,0,2,13
84,52,50,23,0,54,49
93,47,49,26,0,56,55
60,33,21,10,0,46,25
94,41,49,29,0,71,48
76,57,56,24,0,77,56
52,29,31,15,0,57,22
63,22,32,17,0,34,25
71,43,59,28,0,61,47
36,36,36,19,0,58,21
48,22,35,19,0,28,43
13,12,10,5,0,7,19
76,52,45,22,0,52,57
32,10,27,9,0,36,28
32,14,33,15,0,33,44
86,43,49,29,0,93,53
63,35,34,14,0,30,24
89,45,42,29,0,75,50
73,52,58,24,0,67,45
15,11,18,0,0,19,19
59,15,22,19,1,63,38
51,12,32,15,0,67,39
46,37,23,16,0,20,20
91,51,45,25,0,94,52
11,14,18,4,0,16,18
53,20,39,5,0,66,26
48,10,37,15,0,27,26
71,51,55,28,0,64,47
64,30,32,6,0,63,23
59,15,22,11,0,30,37
47,29,31,8,0,27,38
40,27,28,8,0,53,28
30,22,25,13,0,53,26
57,20,39,5,0,26,30
2,13,1,1,0,12,17
81,52,57,23,0,59,51
77,53,41,27,0,56,47
6,3,8,6,0,19,18
64,30,36,19,0,62,23
10,9,12,5,0,12,18
52,24,23,15,0,44,31
14,4,9,0,0,13,10
0,14,14,2,0,11,12
7,7,13,1,0,0,11
68,11,36,9,0,25,41
14,9,6,2,0,2,15
52,28,23,18,0,50,30
12,2,19,4,0,15,16
51,22,27,6,0,36,43
47,39,32,19,0,44,28
32,22,28,6,0,53,36
90,43,57,27,0,68,56
67,14,22,16,0,64,26
50,21,27,13,0,69,22
92,41,53,23,0,97,49
26,32,34,5,0,30,21
56,27,35,8,0,61,41
84,43,55,26,0,61,47
7,6,5,9,0,5,19
33,12,23,14,0,50,33
29,18,33,12,0,37,23
17,12,7,2,0,0,15
22,38,22,19,0,38,23
34,28,35,11,0,49,39
94,50,40,20,0,66,58
18,13,1,0,0,18,16
6,12,12,4,0,18,12
83,42,59,23,0,50,51
54,29,34,17,0,26,20
55,21,26,15,0,20,33
47,30,20,14,0,30,26
98,48,42,20,0,83,55
56,26,38,16,0,40,33
76,47,47,26,0,68,55
5,12,8,2,0,6,13
37,29,36,18,0,35,41
8,1,1,3,0,19,10
18,14,2,4,0,2,10
81,40,57,22,0,85,59
11,1,14,2,0,12,10
54,26,24,17,0,36,36
6,5,15,4,0,10,17
66,27,26,9,0,60,30
61,23,35,15,0,52,31
15,3,1,7,0,9,13
37,27,21,16,0,27,38
13,9,14,7,0,3,16
41,12,24,14,0,40,24
73,50,48,23,0,71,57
95,51,55,20,0,53,58
33,18,28,14,0,61,36
65,12,31,10,0,20,32
26,19,34,12,0,65,32
96,48,56,21,0,62,56
19,3,7,7,0,0,19
20,20,24,7,0,53,26
39,30,31,18,0,41,28
43,27,23,12,0,59,38
53,24,20,10,0,55,32
2,1,15,1,0,17,16
65,38,37,11,0,43,33
65,31,29,14,0,60,29
20,23,23,19,0,54,26
13,11,18,1,0,0,18
94,54,43,29,0,88,54
20,31,30,18,0,45,38
32,16,27,18,1,42,31
28,23,25,19,0,30,29
69,32,22,13,0,64,35
69,20,36,11,0,25,37
18,1,2,5,0,16,15
60,13,26,8,0,42,21
7,14,12,5,0,0,16
17,9,14,4,0,10,17
59,39,25,19,0,64,33
90,51,59,20,0,72,56
46,12,27,12,0,57,37
80,51,41,24,0,90,57
1,6,12,6,0,16,17
84,44,41,24,0,78,59
89,47,50,27,0,51,47
96,42,49,27,0,94,57
85,44,56,29,0,63,49
17,10,10,1,0,15,14
13,11,9,2,0,19,14
73,54,50,23,0,89,57
23,14,29,9,0,61,24
19,11,15,4,0,11,14
41,39,24,19,0,49,37
19,0,6,0,0,6,15
15,7,5,3,0,16,11
73,42,46,26,0,57,59
85,40,49,26,0,61,45
84,53,58,22,0,99,58
4,3,5,1,0,0,12
9,4,12,3,0,7,12
85,51,59,21,0,97,53
30,31,39,18,0,65,25
3,11,6,7,0,1,14
61,38,25,12,0,38,33
16,1,17,4,0,3,19
33,19,38,12,0,27,37
62,18,38,16,0,67,44
67,27,36,16,0,58,33
92,40,59,29,0,60,48
15,13,14,0,0,17,11
28,31,30,5,0,30,26
94,43,43,22,0,98,46
73,49,53,26,0,76,49
32,39,27,11,0,36,41
39,30,27,10,0,40,34
36,17,38,9,0,33,29
4,6,9,2,0,1,13
23,32,23,18,0,47,24
54,16,31,19,0,57,27
25,35,22,16,0,67,41
37,22,30,13,1,29,25
11,3,4,1,0,3,11
35,11,36,14,0,55,25
92,46,54,23,0,95,55
68,39,26,18,1,63,34
90,52,48,27,0,50,56
57,35,34,19,0,42,20
99,48,59,28,0,73,51
19,0,3,9,0,4,12
47,31,34,7,0,65,35
56,30,36,6,0,30,23
6,0,7,0,0,19,16
14,12,8,1,0,6,14
86,50,49,28,0,86,58
26,11,26,11,0,55,42
37,22,30,13,0,33,40
46,23,24,14,0,61,30
93,45,49,23,0,78,46
32,35,28,17,0,36,27
77,55,59,26,0,87,49
20,25,36,18,0,64,27
6,4,14,7,0,1,19
3,14,12,0,0,0,11
13,8,11,4,0,1,16
76,48,57,23,0,76,45
81,52,53,24,0,52,56
86,58,50,27,0,99,53
68,22,25,12,0,34,42
87,40,51,25,0,99,45
67,16,28,12,0,61,27
11,13,11,8,0,13,16
95,52,43,20,0,79,59
72,49,41,25,0,78,58
32,36,23,6,0,41,24
16,11,17,2,0,19,19
36,31,26,14,0,54,43
0,14,14,9,0,0,16
98,55,47,25,0,77,58
84,46,59,27,0,77,55
25,32,20,7,0,56,31
28,30,32,16,0,45,35
45,28,26,11,0,61,44
40,22,38,14,0,56,42
10,11,3,8,0,7,11
95,50,54,28,0,99,48
2,1,4,3,0,7,11
15,0,7,4,0,4,19
48,39,22,11,0,51,31
43,10,37,18,0,26,29
59,31,20,8,0,53,26
91,43,56,23,0,84,53
54,21,34,17,0,63,40
30,26,31,8,0,35,22
78,46,58,24,0,61,52
38,36,30,12,0,42,42
31,16,30,14,0,26,23
27,15,32,16,0,62,23
34,26,21,11,0,24,35
53,24,23,6,0,61,41
24,27,23,5,0,25,39
46,35,29,6,0,31,29
57,23,27,11,0,50,43
57,24,34,18,0,53,27
4,7,8,8,0,1,16
30,32,31,17,0,51,35
70,52,50,23,0,52,52
90,41,45,25,0,66,49
31,14,29,16,0,27,20
30,12,34,15,0,45,35
47,16,25,13,1,62,31
62,38,21,5,0,21,33
4,1,18,0,0,19,11
1,0,10,2,1,11,15
43,12,38,14,0,67,35
4,3,5,8,0,16,15
71,58,45,21,0,86,50
77,48,45,25,0,50,58
0,0,6,0,0,5,11
97,42,47,23,0,53,45
94,53,54,28,0,94,52
99,57,53,27,0,75,51
24,13,37,13,0,42,42
74,50,51,21,0,62,48
55,32,26,11,0,69,40
35,12,34,9,0,60,30
83,51,46,20,0,58,50
67,12,24,11,0,20,40
86,52,54,24,0,57,56
79,44,55,28,0,94,48
21,25,33,9,1,65,36
81,42,41,24,0,64,55
42,31,21,11,0,58,42
1,1,14,9,0,8,12
49,26,35,8,0,58,31
81,45,55,21,0,52,57
54,28,24,18,0,47,44
36,20,28,9,0,28,41
56,13,24,12,1,69,32
95,58,42,25,0,55,52
20,17,20,9,0,33,30
3,12,6,5,0,13,13
10,4,13,2,0,6,16
2,2,17,0,0,3,11
65,28,25,17,0,66,42
96,58,56,28,0,51,59
9,9,19,9,0,13,14
61,17,37,5,0,62,35
58,24,35,10,0,34,35
73,58,45,21,0,90,59
37,24,37,7,0,36,37
62,27,22,17,0,55,37
94,51,46,27,0,77,47
72,50,57,26,0,72,52
67,38,31,7,0,41,22
18,8,18,0,0,3,11
19,0,10,6,0,7,16
15,14,4,4,0,16,12
45,15,31,10,0,65,25
87,59,45,22,0,97,47
94,59,52,23,0,70,56
76,58,50,20,0,66,55
11,8,12,7,0,12,15
91,45,59,24,1,84,54
77,44,51,23,0,77,46
7,14,16,2,0,12,13
60,21,34,8,0,48,28
23,36,25,12,0,43,36
16,2,0,4,0,2,15
1,3,12,6,0,16,15
85,47,40,29,0,63,47
60,32,27,15,0,53,20
98,57,53,20,0,68,58
60,17,29,13,0,59,26
57,11,28,13,0,21,38
41,23,39,12,0,21,41
70,54,57,28,0,88,53
23,16,26,8,0,46,36
45,12,28,9,0,27,40
35,27,34,12,0,33,43
59,25,20,16,0,30,21
18,7,4,2,0,7,13
44,31,33,5,0,26,42
34,17,21,18,0,48,42
23,21,29,6,0,47,25
72,54,40,22,0,62,52
2,6,17,3,0,5,13
99,43,57,26,0,86,52
43,39,39,17,0,54,26
80,49,59,28,1,73,50
3,4,14,0,0,18,18
9,5,0,8,0,3,14
6,6,4,3,1,0,15
54,29,33,6,0,34,29
53,22,35,12,0,38,33
11,10,10,5,0,17,19
5,13,18,0,0,1,11
64,19,34,17,0,33,29
58,24,22,6,0,50,27
71,44,46,23,1,51,54
61,33,32,13,0,56,42
47,24,24,12,0,53,43
70,53,58,22,0,52,51
